id,product_category,product_weight_kg,product_length_mm,product_width_mm,product_height_mm,fragility_level,transport_type,box_style,board_type,flute_type,liner_gsm,fluting_gsm,burst_strength_kg_cm2,ECT_lb_per_in,internal_protection,tape_type,strapping_type,extra_packaging,estimated_price_inr,pros,cons
154,Kitchen appliances,42.0,1208,487,70,Medium,Local transport,RSC,7-ply,E,200,120,20,48,None,Water activated kraft tape,PET strap,Layer pads,244.1,Low cost,Needs padding
155,LED bulbs,34.95,456,88,92,Medium,Courier,Mailer box,7-ply,B+C,150,160,18,44,Bubble wrap,Water activated kraft tape,None,None,359.48,Good stacking,Higher cost
156,Auto parts,37.21,475,138,689,Medium,Interstate trucking,Mailer box,7-ply,E,230,140,24,44,Bubble wrap,BOPP tape,Steel strap,None,120.54,Low cost,Higher cost
157,Books,36.46,1423,939,376,Low,Local transport,Pallet box,5-ply,B,120,160,16,23,None,Water activated kraft tape,PP strap,None,67.69,Export suitable,Heavy box
158,Clothing,37.08,754,742,569,High,Local transport,Die-cut box,5-ply,E,200,120,12,51,None,Filament tape,PP strap,Layer pads,52.34,Low cost,Bulky size
159,Food products,5.16,740,819,527,Medium,Local transport,Mailer box,5-ply,B,150,100,24,23,Bubble wrap,BOPP tape,Steel strap,None,64.45,Good stacking,Higher cost
160,Pharmaceutical,37.28,319,551,308,High,Interstate trucking,RSC,3-ply,A,120,160,14,72,Paper void fill,Filament tape,PP strap,Corner protectors,14.53,Export suitable,Higher cost
161,Pharmaceutical,74.72,1238,728,241,Medium,Interstate trucking,Mailer box,3-ply,A,150,100,20,48,Air pillows,BOPP tape,None,Corner protectors,19.05,Good cushioning,Higher cost
162,LED bulbs,37.17,1058,872,663,Low,Interstate trucking,Full overlap box,7-ply,C,180,140,16,23,Paper void fill,Filament tape,Steel strap,Corner protectors,184.95,Good cushioning,Limited moisture resistance
163,Ceramics,77.33,166,871,231,Low,Export container,Die-cut box,3-ply,C,180,100,22,72,Air pillows,Filament tape,Steel strap,Layer pads,34.39,Low cost,Heavy box
164,Kitchen appliances,0.81,1152,378,647,Medium,Courier,RSC,3-ply,E,180,140,18,51,Corrugated dividers,Water activated kraft tape,PET strap,None,26.41,High strength,Heavy box
165,Cosmetics,0.28,414,230,528,Low,Courier,RSC,5-ply,E,180,100,16,48,Bubble wrap,BOPP tape,None,Edge protectors,59.33,Good stacking,Needs padding
166,Books,52.93,1181,527,45,High,Interstate trucking,RSC,5-ply,B+C,150,120,16,48,None,Water activated kraft tape,Steel strap,None,69.16,Good stacking,Limited moisture resistance
167,Clothing,30.66,821,772,95,Low,Export container,Pallet box,5-ply,C,200,120,16,61,Paper void fill,BOPP tape,PET strap,Layer pads,50.28,Good stacking,Needs padding
168,LED bulbs,26.73,1150,707,256,Medium,Interstate trucking,Mailer box,3-ply,C,250,100,24,44,None,BOPP tape,PP strap,Pallet wrap,14.47,Export suitable,Bulky size
169,Auto parts,77.88,221,932,462,Medium,Local transport,Full overlap box,3-ply,B+C,120,100,14,44,Corrugated dividers,Filament tape,PP strap,None,25.16,High strength,Limited moisture resistance
170,Kitchen appliances,16.22,1246,116,113,High,Interstate trucking,Mailer box,3-ply,C,120,120,22,44,Paper void fill,Filament tape,None,Layer pads,34.36,High strength,Heavy box
171,Pharmaceutical,53.9,1336,752,556,Medium,Interstate trucking,Full overlap box,7-ply,B+C,250,160,18,44,Corrugated dividers,Water activated kraft tape,PP strap,Layer pads,279.92,High strength,Limited moisture resistance
172,LED bulbs,1.59,782,766,652,Medium,Interstate trucking,Pallet box,5-ply,E,230,120,24,51,Bubble wrap,Water activated kraft tape,PP strap,None,113.53,High strength,Needs padding
173,Ceramics,66.18,849,602,767,High,Interstate trucking,RSC,5-ply,A,180,100,22,61,Foam sheet,BOPP tape,PET strap,Corner protectors,109.04,Export suitable,Needs padding
174,Glass bottles,56.4,204,221,507,Medium,Interstate trucking,Full overlap box,3-ply,A,200,140,24,23,Bubble wrap,Filament tape,Steel strap,Corner protectors,24.08,Good stacking,Higher cost
175,Kitchen appliances,40.65,1347,278,275,Low,Export container,Mailer box,3-ply,C,120,140,14,32,Corrugated dividers,BOPP tape,None,Edge protectors,46.06,Export suitable,Limited moisture resistance
176,Cosmetics,46.16,538,315,360,Medium,Courier,Die-cut box,5-ply,A,120,160,12,44,Foam sheet,Water activated kraft tape,PET strap,Corner protectors,138.74,Good cushioning,Heavy box
177,Kitchen appliances,79.06,506,396,568,Medium,Courier,RSC,7-ply,B+C,180,160,12,51,Corrugated dividers,Filament tape,PET strap,Corner protectors,337.23,High strength,Limited moisture resistance
178,Pharmaceutical,57.31,922,106,776,High,Interstate trucking,Pallet box,7-ply,E,120,140,16,23,Foam sheet,Filament tape,PP strap,Corner protectors,264.52,Good stacking,Heavy box
179,Pharmaceutical,38.68,766,756,799,High,Export container,Die-cut box,7-ply,A,230,140,24,61,Corrugated dividers,Water activated kraft tape,Steel strap,Edge protectors,172.12,Good stacking,Limited moisture resistance
180,Electronics,40.51,890,847,380,Medium,Local transport,Pallet box,3-ply,E,180,120,16,51,Foam sheet,Filament tape,Steel strap,None,24.0,High strength,Limited moisture resistance
181,Industrial tools,37.73,1416,319,793,Low,Interstate trucking,Full overlap box,3-ply,B,230,120,12,72,None,Filament tape,PET strap,Layer pads,25.79,High strength,Limited moisture resistance
182,Food products,55.08,710,541,170,Low,Local transport,Pallet box,7-ply,B+C,200,160,20,72,Foam sheet,BOPP tape,None,Pallet wrap,174.47,High strength,Needs padding
183,Pharmaceutical,46.84,919,793,278,High,Export container,Die-cut box,5-ply,B,200,120,14,32,Foam sheet,BOPP tape,None,Corner protectors,105.57,Good stacking,Higher cost
184,Food products,26.77,1488,666,364,Low,Courier,Mailer box,5-ply,C,180,160,20,23,None,BOPP tape,None,Layer pads,56.58,Good cushioning,Heavy box
185,Glass bottles,56.73,1310,822,206,Medium,Export container,Die-cut box,7-ply,E,250,140,14,23,Paper void fill,Water activated kraft tape,PET strap,None,307.4,Export suitable,Bulky size
186,Food products,28.5,942,349,562,Low,Local transport,Mailer box,5-ply,C,150,140,12,72,Air pillows,Filament tape,None,Layer pads,113.02,Low cost,Bulky size
187,Kitchen appliances,9.44,164,100,511,Medium,Local transport,Pallet box,7-ply,A,230,140,22,23,Bubble wrap,Filament tape,Steel strap,Pallet wrap,269.08,Export suitable,Heavy box
188,Auto parts,55.85,951,570,140,Medium,Export container,Mailer box,5-ply,B+C,180,140,22,32,Air pillows,Filament tape,PP strap,Edge protectors,74.96,High strength,Higher cost
189,Cosmetics,17.12,959,83,520,Medium,Interstate trucking,RSC,7-ply,E,180,140,12,23,Paper void fill,Water activated kraft tape,None,None,293.64,Good stacking,Needs padding
190,Books,61.45,231,813,176,Low,Courier,Pallet box,3-ply,E,120,140,22,61,Corrugated dividers,BOPP tape,PET strap,Edge protectors,16.04,Good cushioning,Higher cost
191,Industrial tools,9.37,1446,493,800,Medium,Courier,RSC,7-ply,E,180,140,12,23,Air pillows,Water activated kraft tape,PET strap,Layer pads,325.67,Export suitable,Heavy box
192,Cosmetics,41.2,800,336,689,High,Local transport,RSC,7-ply,B,120,120,14,72,Bubble wrap,Water activated kraft tape,None,Edge protectors,285.65,Low cost,Higher cost
193,Glass bottles,36.63,235,544,181,Low,Courier,RSC,5-ply,B+C,230,100,12,72,Foam sheet,BOPP tape,PP strap,Layer pads,45.71,Low cost,Heavy box
194,Pharmaceutical,61.21,1262,127,635,High,Interstate trucking,Die-cut box,7-ply,C,180,140,18,51,Foam sheet,BOPP tape,None,Edge protectors,176.26,Low cost,Heavy box
195,Industrial tools,10.15,804,592,177,High,Export container,Full overlap box,5-ply,A,200,160,22,48,Foam sheet,Water activated kraft tape,PET strap,Edge protectors,79.07,High strength,Bulky size
196,Auto parts,29.85,1402,877,268,Low,Export container,Full overlap box,7-ply,B+C,120,100,18,32,Paper void fill,BOPP tape,PET strap,None,147.13,Good stacking,Limited moisture resistance
197,Food products,53.76,213,542,164,Low,Interstate trucking,Full overlap box,3-ply,B,150,140,14,23,None,Filament tape,Steel strap,Layer pads,35.91,Export suitable,Heavy box
198,LED bulbs,10.54,223,279,523,High,Interstate trucking,Die-cut box,5-ply,B,200,100,20,23,Paper void fill,Water activated kraft tape,None,Layer pads,120.94,Low cost,Bulky size
199,Clothing,79.6,95,635,184,High,Export container,Die-cut box,7-ply,A,200,120,20,32,Bubble wrap,BOPP tape,PET strap,Pallet wrap,145.58,Good stacking,Bulky size
200,Paint cans,1.6,493,838,693,Medium,Courier,Mailer box,3-ply,E,180,140,14,48,Bubble wrap,Filament tape,PP strap,Edge protectors,13.65,Good cushioning,Higher cost
201,Glass bottles,66.28,1482,361,513,Medium,Interstate trucking,RSC,7-ply,C,230,100,24,32,Foam sheet,Filament tape,PET strap,Corner protectors,172.73,Low cost,Heavy box
202,Kitchen appliances,46.41,1324,382,411,Low,Local transport,Full overlap box,7-ply,B,230,100,18,23,Paper void fill,Filament tape,PP strap,Corner protectors,99.4,Good stacking,Limited moisture resistance
203,Books,58.73,1391,752,78,High,Local transport,Mailer box,7-ply,A,250,140,22,32,Corrugated dividers,Water activated kraft tape,Steel strap,Corner protectors,153.88,High strength,Heavy box
204,Mobile accessories,61.72,708,308,240,High,Export container,Die-cut box,7-ply,A,230,120,18,51,None,Water activated kraft tape,Steel strap,Edge protectors,152.08,High strength,Limited moisture resistance
205,Ceramics,0.46,1498,954,683,Medium,Local transport,Die-cut box,5-ply,A,120,140,22,44,Corrugated dividers,Filament tape,PET strap,Layer pads,99.86,Good stacking,Bulky size
206,Paint cans,41.73,1137,95,584,Low,Courier,RSC,7-ply,A,230,160,24,61,Bubble wrap,Water activated kraft tape,PET strap,Edge protectors,177.41,Good stacking,Limited moisture resistance
207,Ceramics,5.0,448,411,608,High,Local transport,Mailer box,7-ply,C,150,120,22,44,Bubble wrap,BOPP tape,Steel strap,None,166.39,Good cushioning,Limited moisture resistance
208,Ceramics,63.08,406,399,607,Low,Courier,Mailer box,3-ply,B,230,160,22,51,Air pillows,Water activated kraft tape,Steel strap,Pallet wrap,43.07,Good cushioning,Bulky size
209,Mobile accessories,47.24,407,333,288,Medium,Local transport,Pallet box,3-ply,A,250,100,22,51,Paper void fill,BOPP tape,Steel strap,None,12.23,Low cost,Heavy box
210,Paint cans,17.95,1422,450,595,Low,Courier,RSC,7-ply,A,150,160,12,32,Bubble wrap,Water activated kraft tape,Steel strap,Layer pads,132.62,Export suitable,Higher cost
211,Books,43.89,1150,706,657,Low,Export container,RSC,5-ply,B+C,180,100,14,32,None,Filament tape,Steel strap,None,131.77,Good stacking,Higher cost
212,Electronics,16.34,549,321,438,Low,Local transport,Full overlap box,7-ply,E,250,100,22,48,Bubble wrap,BOPP tape,None,Edge protectors,98.97,Good cushioning,Heavy box
213,Books,22.35,355,181,446,High,Interstate trucking,Die-cut box,3-ply,C,200,160,18,72,Air pillows,BOPP tape,Steel strap,Corner protectors,41.05,Export suitable,Bulky size
214,Industrial tools,58.12,1278,588,172,Low,Local transport,RSC,7-ply,E,180,120,24,23,Paper void fill,Water activated kraft tape,PET strap,None,169.79,Export suitable,Needs padding
215,Books,47.29,1418,239,450,Medium,Interstate trucking,Pallet box,5-ply,B,200,160,20,44,None,Filament tape,PP strap,Pallet wrap,48.59,Low cost,Limited moisture resistance
216,Kitchen appliances,30.29,1055,498,324,High,Local transport,Full overlap box,3-ply,A,150,160,16,72,Paper void fill,Water activated kraft tape,PP strap,Edge protectors,27.44,Low cost,Higher cost
217,Electronics,48.32,203,860,61,High,Courier,Full overlap box,3-ply,A,250,120,22,44,Bubble wrap,Water activated kraft tape,PET strap,Layer pads,29.48,Export suitable,Bulky size
218,Glass bottles,43.11,1262,504,163,Medium,Local transport,Die-cut box,3-ply,A,150,100,24,51,None,BOPP tape,Steel strap,Pallet wrap,17.78,Export suitable,Higher cost
219,Pharmaceutical,57.87,1008,723,545,High,Interstate trucking,Die-cut box,5-ply,B,180,120,18,61,Corrugated dividers,Filament tape,PP strap,Edge protectors,65.75,Export suitable,Needs padding
220,Glass bottles,9.77,220,972,636,Low,Export container,Die-cut box,5-ply,C,250,140,22,48,Air pillows,Water activated kraft tape,PP strap,Layer pads,67.11,High strength,Bulky size
221,Industrial tools,1.71,344,98,465,Low,Export container,Full overlap box,3-ply,B,180,100,24,48,Air pillows,Water activated kraft tape,Steel strap,Layer pads,15.41,High strength,Limited moisture resistance
222,Electronics,33.99,970,693,66,Low,Interstate trucking,Pallet box,5-ply,B,120,160,22,61,None,Filament tape,PP strap,Corner protectors,130.23,Low cost,Heavy box
223,Mobile accessories,63.12,1033,652,358,Low,Local transport,RSC,5-ply,B+C,150,120,20,48,Air pillows,Filament tape,None,Pallet wrap,69.5,High strength,Needs padding
224,Cosmetics,37.27,415,579,278,High,Export container,Mailer box,5-ply,A,120,140,24,61,None,Filament tape,None,Corner protectors,41.88,Export suitable,Heavy box
225,Ceramics,30.56,955,396,716,Low,Local transport,Full overlap box,3-ply,B,250,100,22,51,Corrugated dividers,BOPP tape,PET strap,Layer pads,37.87,Low cost,Bulky size
226,Glass bottles,23.83,1262,80,589,High,Courier,Full overlap box,3-ply,B+C,180,120,18,61,Corrugated dividers,BOPP tape,Steel strap,Pallet wrap,46.0,High strength,Needs padding
227,Mobile accessories,20.95,1477,122,717,High,Courier,Die-cut box,3-ply,B,150,160,16,61,Foam sheet,Water activated kraft tape,PP strap,Layer pads,14.31,High strength,Limited moisture resistance
228,Paint cans,40.8,908,203,323,High,Courier,Full overlap box,7-ply,A,120,120,14,44,Foam sheet,Water activated kraft tape,PP strap,Pallet wrap,253.32,High strength,Needs padding
229,Mobile accessories,14.63,534,231,214,Medium,Courier,Mailer box,5-ply,A,180,160,12,48,Paper void fill,Water activated kraft tape,PP strap,Pallet wrap,102.85,High strength,Heavy box
230,Ceramics,42.78,1097,350,719,Medium,Local transport,RSC,5-ply,C,120,100,20,61,None,Filament tape,PET strap,Edge protectors,51.38,Good cushioning,Bulky size
231,Electronics,78.6,525,193,510,Medium,Local transport,Die-cut box,5-ply,E,230,120,16,32,Bubble wrap,Filament tape,PET strap,None,133.62,High strength,Limited moisture resistance
232,Electronics,9.93,748,86,153,Medium,Courier,Pallet box,7-ply,B,150,160,22,48,Air pillows,Water activated kraft tape,None,Layer pads,211.78,Low cost,Bulky size
233,Books,66.98,899,787,127,High,Export container,RSC,7-ply,C,200,160,16,44,Foam sheet,BOPP tape,Steel strap,Edge protectors,188.63,Good cushioning,Bulky size
234,Glass bottles,48.51,1364,428,66,Low,Export container,Mailer box,5-ply,E,230,160,14,48,Air pillows,Filament tape,None,None,128.07,Export suitable,Higher cost
235,Books,32.84,1318,241,161,High,Courier,Pallet box,3-ply,A,120,100,20,51,Corrugated dividers,Water activated kraft tape,PP strap,Edge protectors,18.58,High strength,Heavy box
236,LED bulbs,58.78,1214,187,769,Low,Export container,Pallet box,7-ply,C,180,160,24,48,Bubble wrap,Filament tape,Steel strap,None,260.3,Good cushioning,Heavy box
237,Ceramics,14.11,1384,931,334,Low,Export container,Die-cut box,7-ply,A,150,140,14,23,None,BOPP tape,PET strap,None,92.32,High strength,Higher cost
238,Ceramics,28.32,629,901,291,Medium,Interstate trucking,Full overlap box,5-ply,B+C,250,120,20,23,Bubble wrap,Filament tape,Steel strap,None,72.87,Low cost,Bulky size
239,Kitchen appliances,62.52,1035,79,710,Low,Interstate trucking,Pallet box,5-ply,B+C,230,160,24,23,Paper void fill,Filament tape,None,None,82.76,High strength,Higher cost
240,Mobile accessories,22.26,389,358,253,High,Courier,Die-cut box,7-ply,B+C,120,140,20,32,Paper void fill,Water activated kraft tape,None,Layer pads,295.79,High strength,Higher cost
241,Mobile accessories,46.98,1030,561,546,High,Interstate trucking,Pallet box,5-ply,A,150,140,14,72,None,Filament tape,Steel strap,Layer pads,85.07,Good stacking,Higher cost
242,Industrial tools,65.59,904,222,494,Low,Export container,Full overlap box,5-ply,E,230,160,16,61,None,Water activated kraft tape,Steel strap,Corner protectors,130.9,Low cost,Heavy box
243,Pharmaceutical,69.88,1216,187,438,Medium,Courier,Mailer box,7-ply,C,200,140,14,51,Corrugated dividers,Water activated kraft tape,PET strap,Layer pads,328.19,High strength,Limited moisture resistance
244,LED bulbs,45.65,853,653,433,High,Export container,Pallet box,7-ply,C,180,100,22,32,Paper void fill,Filament tape,Steel strap,None,303.15,High strength,Heavy box
245,Mobile accessories,6.15,293,522,692,Medium,Local transport,RSC,7-ply,C,200,120,18,51,Paper void fill,Water activated kraft tape,PET strap,Corner protectors,311.89,Low cost,Heavy box
246,Clothing,66.52,761,587,765,Medium,Interstate trucking,Full overlap box,7-ply,A,230,100,22,72,Corrugated dividers,Water activated kraft tape,PET strap,None,198.45,Export suitable,Needs padding
247,Kitchen appliances,41.68,825,360,597,Medium,Courier,Die-cut box,3-ply,A,150,100,12,72,Corrugated dividers,BOPP tape,PET strap,Pallet wrap,44.64,Low cost,Bulky size
248,Pharmaceutical,41.93,320,106,391,Medium,Courier,Mailer box,3-ply,E,200,140,18,44,Bubble wrap,Water activated kraft tape,None,Pallet wrap,29.23,Good stacking,Needs padding
249,Mobile accessories,30.71,1322,760,88,High,Courier,Full overlap box,7-ply,B,180,140,14,32,Air pillows,Water activated kraft tape,PP strap,Corner protectors,334.65,Export suitable,Heavy box
250,Food products,55.12,1476,339,90,High,Local transport,RSC,5-ply,B+C,180,160,24,48,Air pillows,BOPP tape,None,Corner protectors,52.47,Low cost,Bulky size
251,Paint cans,9.68,718,333,600,Medium,Interstate trucking,RSC,5-ply,C,200,100,12,51,Bubble wrap,Filament tape,PP strap,Layer pads,138.29,High strength,Bulky size
252,Mobile accessories,36.39,1484,847,568,High,Local transport,Pallet box,5-ply,A,200,120,22,51,Foam sheet,BOPP tape,Steel strap,Edge protectors,116.97,Good cushioning,Bulky size
253,Ceramics,77.44,168,324,236,Low,Local transport,Full overlap box,5-ply,E,230,140,22,48,Paper void fill,Water activated kraft tape,None,Layer pads,74.41,High strength,Needs padding
254,Glass bottles,2.39,1489,857,496,Medium,Export container,Full overlap box,5-ply,C,150,120,12,61,Foam sheet,Filament tape,PP strap,Corner protectors,124.4,Good stacking,Limited moisture resistance
255,Auto parts,79.4,377,952,326,Medium,Export container,Die-cut box,3-ply,A,180,100,24,72,None,BOPP tape,Steel strap,Layer pads,44.64,Good stacking,Needs padding
256,Electronics,18.26,1269,214,90,Medium,Local transport,RSC,5-ply,B,230,100,16,51,None,Filament tape,PET strap,Pallet wrap,127.27,Export suitable,Needs padding
257,Kitchen appliances,73.66,1118,103,564,High,Export container,Pallet box,5-ply,A,230,120,22,23,None,BOPP tape,None,Edge protectors,97.37,Good cushioning,Heavy box
